SUBJECT,STRM,CATALOG_NBR,ACAD_CAREER,CLASS_ATTRIBUTES,CLASS_ATTRIBUTE_VALUES_CIV,CLASS_ATTRIBUTE_VALUES_DOM,CLASS_ATTRIBUTE_VALUES_INT,COURSE_TITLE,DESCRLONG,UNITS,ENROLL_REQUIREMENTS,OFFERED
PBH,1224,405,UGRD,Writing Intensive,,,Writing Intensive,PBH 405 - PUBLIC HEALTH CAPSTONE INTERNSHIP,"This 1-unit capstone internship provides students with practical experience in an approved public health agency. Intended for seniors or advanced juniors, students must complete at least 120 hours over one semester (15 weeks) in research, health education, program implementation and/or evaluation, or other approved activities based on CEPH objectives and goals. Students are required to attend the Capstone Orientation at least one semester PRIOR to starting the Capstone Internship. Students are coached to identify and secure placements, complete the TCNJ site agreement prior to starting their internship, and develop and finalize their Goals and Objectives. Requirements include: 1) attend at least one local or regional professional Health or Public Health conference; 2) participate in seminars (once or twice per month) for sharing experiences, developing career objectives, and stimulating creative thinking for professional development; and 3) document timely completion of journal, hours, and goals and activities. A grade of B- or higher is required to successfully complete the 2-unit undergraduate capstone requirements (both PBH 405 and 406).",.25 - 1,,Fall and Spring
PHL,1224,100,UGRD,Liberal Learning Domains,,World Views & Ways of Knowing,,PHL 100 - INTRODUCTION TO PHILOSOPHY,"A course that examines the fundamentals of philosophical argument, analysis and reasoning, as applied to a series of issues in logic, epistemology, metaphysics and ethics.  Topics covered may include: logical validity, theories of knowledge and belief, the nature of mind, the nature of reality, arguments for the existence of God, and theories of the nature of right and wrong.",1,,Fall and Spring
PHL,1224,120,UGRD,Liberal Learning Domains|Writing Intensive,,World Views & Ways of Knowing,Writing Intensive,PHL 120 - INTRODUCTION TO LOGIC,"A course on the basic principles and techniques of correct reasoning in ordinary life and the sciences.  Study of the formal systems of sentence logic and predicate logic.  Translation of  natural language statements and arguments and analysis and evaluation of deductive arguments through the construction of proofs.  Focus particularly on the power and precision of the natural language with the aim of helping students increase their ability to think and write with creativity, precision and rigor.",1,,Fall and Spring
PHL,1224,135,UGRD,Liberal Learning Domains,,World Views & Ways of Knowing,,PHL 135 - CONTEMPORARY MORAL ISSUES,"A course that aims to familiarize students with basic concepts and theories in ethics, and with how they may be applied to a range of contemporary moral issues.  Topics addressed may include racism, sexism, abortion, euthanasia, cloning, capital punishment, our obligations to the disadvantaged, the treatment of non-human animals, just war, and the like. Students will be encouraged to learn from great thinkers of the past and of the present, to examine their own moral values and beliefs, and to take reasoned and informed stands on the issues treated.",1,,Fall and Spring
PHL,1224,205,UGRD,Liberal Learning Domains|Writing Intensive,,World Views & Ways of Knowing,Writing Intensive,PHL 205 - HISTORY OF MODERN PHILOSOPHY,"A course tracing the development of major philosophical ideas in the West from the beginning of the 17th century to the close of the 18th century.  Philosophers whose works are examined typically include some or all of: Descartes, Spinoza, Leibniz, Locke, Berkeley, Hume, and Kant.  Special emphasis is placed on the development of epistemology and metaphysics during the Enlightenment",1,One Philosophy course is a prerequisite; or by permission of instructor. [RQ5248],Spring
PHL,1224,250,UGRD,Liberal Learning Domains,,World Views & Ways of Knowing,,PHL 250 - PHILOSOPHY OF RELIGION,"A course examining major issues, views, and positions in the philosophy of religion.  Topics treated include the nature of religion and divinity, religious diversity, the problem of evil, philosophical arguments for the existence of God, religious experience, ethics and religion, and science and religion.  Students will be encouraged to learn from great thinkers of the past and of the present, to examine their own religious values and beliefs, and to take reasoned and informed stands on the issues treated.",1,One Religion or Philosophy course is a prerequisite or by permission of instructor. [RQ5250],Occasionally
PHL,1224,350,UGRD,Liberal Learning Domains,,World Views & Ways of Knowing,,PHL 350 - ETHICAL THEORY,"Advanced course examining major theories in ethics and metaethics such as: utilitarianism, deontology, virtue ethics, relativism, intuitionism, emotivism, natural law, and theories of justice, rights and duties.  Concentrated study of works of major historical and contemporary thinkers.",1,One 200-level Philosphy course is a prerequisite; or by permission of instructor. [RQ5098],Fall
PHL,1224,370,UGRD,Liberal Learning Domains,,World Views & Ways of Knowing,,PHL 370 - SPECIAL TOPICS IN PHILOSOPHY,"Course examining a problem, text, philosopher, historical period, or other philosophical topic not covered in depth in regular courses. Topics will vary. May be repeated for credit with permission of the department.",1,One 200 level or higher Philosophy course is a prerequisite; or by permission of instructor. [RQ5249],Occasionally
PHL,1224,420,UGRD,Liberal Learning Domains,,World Views & Ways of Knowing,,PHL 420 - METAPHYSICS,"Seminar promoting deeper understanding of core issues in contemporary metaphysics, in the analytic tradition. Topics covered may include: necessity, analyticity, existence, identity, possible worlds, realism/anti-realism, and causation.",1,PHL120 and two 200-level or or higher Philosophy courses are  prerequisites; or by permission of instructor. [RQ5101],Occasionally
PHY,1224,120,UGRD,Liberal Learning Domains,,Natural Science|Natural Science with Lab,,PHY 120 - INTRODUCTION TO GEOLOGY,"Geological concepts, principles, and processes as they relate to the relationship between people and their environment are emphasized.  Topics include: minerals and rocks, components of the hydrologic cycle, dynamic earth processes, and regional studies.",1,,Fall and Spring
PHY,1224,162,UGRD,Liberal Learning Domains,,Natural Science|Natural Science with Lab,,PHY 162 - ASTRONOMY: PLANETS,"Topics include: the night sky; lunar and solar eclipses; the historical development of astronomy; gravity and motion; the nature of light; the planets, moons and smaller bodies in our solar system; planets around other stars; the possibility of life elsewhere in the universe.  Computational and observational laboratories, along with extensive use of our updated planetarium are incorporated to improve conceptual understanding.  PHY 162 satisfies the Natural Science with Laboratory requirement.  Some nighttime observing is required.",1,,Fall and Spring
PHY,1224,163,UGRD,Liberal Learning Domains,,Natural Science|Natural Science with Lab,,PHY 163 - ASTRONOMY: STARS & THE UNIVERSE,"Topics include: the nature of light; the nature and evolution of stars, including the Sun; neutron stars and black holes; stellar clusters; the Milky Way; types of galaxies; galaxy formation and evolution; active galaxies; dark matter; the expanding and accelerating universe; dark energy; the fate of the universe.   Computational and observational laboratories, along with extensive use of our updated planetarium are incorporated to improve conceptual understanding.  PHY 163 satisfies the Natural Science with Laboratory requirement.  Some nighttime observing is required.",1,Knowledge of High School Algebra is a prerequisite.  [RQ#6122],Fall and Spring
PHY,1224,171,UGRD,Liberal Learning Domains,,Natural Science|Natural Science with Lab,,PHY 171 - INTRODUCTION TO METEOROLOGY,"Basic weather processes and forecasting are emphasized.  Topics include: the Earth-Sun System, heat balance, moisture and precipitation, air masses and fronts, storm systems, ocean circulation, climate, atmospheric optics, air pollution and satellite imagery.",1,,Spring
PHY,1224,201,UGRD,Liberal Learning Domains,,Natural Science|Natural Science with Lab,,PHY 201 - GENERAL PHYSICS I,"Calculus-based introductory physics, first course of a two semester sequence. Topics covered include motion, Newton's Laws, Conservation principles, rotational motion and oscillatory behavior.  Problem solving is an integral part of the course. Conceptual understanding is reinforced using interactive computer-based techniques, demonstrations, and laboratory experiences.",1,MAT 125 or MAT 127 are a Prerequisite or a Corequisite.[RQ772],Fall and Spring
PHY,1224,202,UGRD,Liberal Learning Domains,,Natural Science|Natural Science with Lab,,PHY 202 - GENERAL PHYSICS II,"Second part of two semester calculus-based introductory course in electricity and magnetism, optics,and topics in modern physics.  The important laws of physics in these areas and problem solving are emphasized.  Problem solving is an integral part of the course.  Conceptual understanding is reinforced using interactive computer-based techniques, demonstrations, and laboratory experiences.",1,PHY 201 and MAT 127 are prerequisites. MAT 128 is strongly recommended as a corequisite.[RQ773],Fall and Spring
PHY,1224,204,UGRD,Liberal Learning Domains,,Natural Science,,PHY 204 - PHYSICS II FOR PHYSICISTS,"Second part of an accelerated two semester calculus-based introductory course in electricity and magnetism, optics, and topics in thermal physics designed for Physics majors and Honors students.  The important laws of physics in these areas and problem solving are emphasized.  Problem solving is an integral part of the course.  Conceptual understanding is reinforced using interactive computer-based techniques, demonstrations, and laboratory experiences.",1,"MAT 127, and PHY 203 OR PHY 201 are PREREQUISITES, AND MAT128 IS A prerequisite or a CO-REQUISITE.  [RQ#5873]",Spring
PHY,1224,356,UGRD,Liberal Learning Domains,,Natural Science,,PHY 356 - THERMAL PHYSICS,"A study of the interrelationships between temperature, thermal energy, work, and entropy and the interactions of physical systems. The main topics covered are thermodynamic coordinates, equations of state, the laws of thermodynamics, adiabatic processes, heat engines, kinetic theory, and statistical thermodynamics.",1,"PHY 202, and PHY 306 or MAT 229 is a prerequisite. [RQ#5620]",Spring
PHY,1224,361,UGRD,Writing Intensive,,,Writing Intensive,PHY 361 - GALACTIC & EXTRAGALACTIC ASTRONOMY,"Study of the composition, structure and kinematics of our home Galaxy, the Milky Way, and the corresponding properties of other galaxies.  Interplay between stars and interstellar medium; spiral, elliptical and irregular galaxies; galaxy formation and evolution; active galactic nuclei; the cosmic distance ladder.   This is a mid-level writing intensive course: students will write multiple drafts of review papers covering specific topics within this broad field.",1,"PRE PHY 202, or PHY 161 & faculty permission, and WRI 102 are prerequisites. [RG5776]",Occasionally
PHY,1224,425,UGRD,Liberal Learning Domains,,Natural Science,,PHY 425 - PLASMA PHYSICS,"An introductory course in plasma physics covering topics including characterization of the plasma state, Debye shielding, collisions and transport phenomena, charged particle motion, magnetohydrodynamics, ion and electron diffusion, the two-fluid plasma model, magnetic confinement of charged particles, basic plasma devices, and gas discharges. Mathematical tools including Mathematica and Matlab will be used in problem solving. This is a mid-level writing intensive course and students will write multiple drafts of review papers covering specific topics within this field.",1,PHY 421 is a prerequisite. [RQ5068],Occasionally
PHY,1224,451,UGRD,Writing Intensive,,,Writing Intensive,PHY 451 - ADVANCED EXPERIMENTAL PHYSICS,"This is a course in experimental physics at an intermediate to advanced undergraduate level.  Experiments include specific charge of the electron, nuclear radioactivity, quantum nature of light, optical rotation in solids, measurement of the gravitational constant, phase-sensitive electronic detection, optical polarization and compensation, measurement of electron spin, and measurement of magnetic torque.  Students will work in teams to complete approximately 5 experiments over the course of the semester.  Some of the learning goals for the course are to become familiar with common experimental techniques, proper laboratory documentation, and error propagation and analysis.  Students will perform background reading and pre-lab assignments and design and construct each experiment.  In addition to daily writing in a laboratory notebook, students will also produce a final paper on one of their experiments; this course is therefore an upper-level writing intensive course that can serve as a capstone course.  Note that this course has an attendance requirement of 12 hours per week in the laboratory.",1,"PHY 306, and PHY 321, and PHY 311 or PHY 411, and WRI 102 or waiver, or permission of instructor are prerequisites.  [RQ#5935]",Spring
POL,1224,110,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,POL 110 - AMERICAN GOVERNMENT,"Examines the strengths and weaknesses, problems and promise of representative democracy in the United States.  Surveys the relationships of citizens to Congress, the president and the courts through political parties, elections, interest groups, and the media.  Considers the constitutional framework of government and the rights of the individual against governmental intrusion.",1,,Fall and Spring
POL,1224,130,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,"Behavioral, Social or Cultural Perspectives",,POL 130 - INTERNATIONAL RELATIONS,"An examination of contemporary patterns of international interaction and their historic roots with attention to competing theoretical perspectives.  Topics studied include foreign policy, international law and organization, and international political economy.",1,,Fall and Spring
POL,1224,150,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,"Behavioral, Social or Cultural Perspectives",,POL 150 - COMPARATIVE POLITICS,"Introduces students to some of the most important concepts, themes and approaches in the comparative study of politics. Comparative Politics is the study of the domestic or internal politics of particular countries. By comparing the processes, institutions and other political phenomena of one country in relation to others, those engaged in the study of comparative politics isolate the primary causes and consequences of these political phenomena and are thus able to create and test theories of politics around the world.",1,,Spring
POL,1224,200,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives|Quantitative Reasoning",,POL 200 - POLITICAL ANALYSIS,"The course familiarizes students with the basic statistical, conceptual, and technical skills needed for research in political science.  Topics include research design, hypothesis testing, statistical methodology common in the social sciences, and practical experience examining and analyzing quantitative data.  This course provides students hands-on training with Stata, a commonly used statistical software package. Should normally be completed by the end of the sophomore year prior to taking POL 390.",1,,Fall and Spring
POL,1224,390,UGRD,Liberal Learning Domains|Writing Intensive,,"Behavioral, Social or Cultural Perspectives",Writing Intensive,POL 390 - TUTORIAL IN POLITICAL SCIENCE,"An intensive study under close faculty supervision of a particular topic or problem in political science through extensive readings, class discussions and the sequential development of different components of a research paper.  Emphasis on the development of the student's depth of knowledge and understanding of scholarly issues through a close professional relationship between tutor and student.  The topics of the class vary by instructor.",1,"PRE: Junior status, POL 200, and completion of WRI102, if required",Fall and Spring
POL,1224,498,UGRD,Writing Intensive,,,Writing Intensive,POL 498 - SEMINAR IN POLITICAL SCIENCE,Advanced study through individual research and formal seminar reports on topics of special interest to seminar participants.  May be repeated for credit.,1,POL 390 is a prerquisite.,Fall and Spring
PSY,1224,101,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 101 - GENERAL PSYCHOLOGY,"Psychology Core Course.  Introduction to major topics in psychology, including biopsychology, development, cognition, counseling-clinical psychology, social psychology, and psychology in industrial/organizational settings.",1,,Fall and Spring
PSY,1224,121,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 121 - METHODS AND TOOLS OF PSYCHOLOGY,"Methods and Tools of Psychology introduces students to asking and answering questions from a psychological perspective. The primary aim of PSY 121 is to teach students to be consumers of psychological science. It is an experiential course in which students focus on learning the basics of creating and evaluating knowledge in psychology. Students learn to appreciate the strengths as well as to understand the limitations of various research methods. Students will read research articles, formulate hypotheses, interpret data, and learn to write according to APA style.",1,PSY 101 is a prerequisite. [RQ614],Fall and Spring
PSY,1224,203,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives|Quantitative Reasoning",,PSY 203 - DESIGN AND STATISTICAL ANALYSIS,"Psychology Core Course. The purpose of this course is to bridge basic knowledge of scientific inquiry, gained through PSY 121: 'Methods and Tools', and more complex applications of scientific inquiry, which is the major goal of PSY 299:  'Research Seminar'. This course will provide knowledge of basic designs, design issues, data analysis including theoretical and practical knowledge, and communication/interpretation of results.",1,Reserved for Psychology Majors; PSY 121 is a prerequisite [RQ696],Fall and Spring
PSY,1224,212,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 212 - BIOPSYCHOLOGY,"Psychology Foundation Course. Explores biological influences on human behavior. Topics include sensation, sleep, hunger, sexual behaviors, memory, attention, movement, fear, stress, aggression, depression, obsessive-compulsive disorder, and schizophrenia. Students learn how neurotransmitters and hormones influence behavior, and how these effects are modified by drugs.",1,PSY 101 is a prerequisite. [RQ614],Fall and Spring
PSY,1224,214,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 214 - COGNITIVE PSYCHOLOGY,"Psychology Foundation Course.  This course introduces students to cognitive science. Major topics include the neural basis of cognitive processes, the nature of consciousness, visual pattern recognition, attention, memory acquisition, encoding and retrieval errors, associative networks, semantic knowledge, language, decision-making, and problem solving.",1,PSY 101 is a prerequisite. [RQ614],Fall and Spring
PSY,1224,215,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 215 - SOCIAL PSYCHOLOGY,"Psychology Foundation Course. This course examineS how the real or imagined presence of others influences people's thoughts, feelings, and behaviors. Through lectures, discussions, class activities, and written assignments, students learn about the relationship between the individual and society.",1,PSY 101 is a prerequisite [RQ615],Fall and Spring
PSY,1224,216,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 216 - PERSONALITY THEORY AND RESEARCH,"Psychology Foundation Course.  Examines contemporary theories of personality, as well as research characteristics of each theoretical approach.  Theories will be critically evaluated and applied to case studies.  Cultural contexts will be examined.",1,PSY 101 is a prerequisite. [RQ614],Fall and Spring
PSY,1224,217,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 217 - PSYCHOLOGICAL DISORDERS,"Psychology Foundation Course. Examines psychological disorders of adulthood,  as described in the Diagnostic and Statistical Manual of Mental Disorders.  Complexities of the diagnostic process will be highlighted.  Psychological theories of etiology and treatment will be considered, along with relevant research literature.",1,PSY 101 is a prerequisite. [RQ614],Fall and Spring
PSY,1224,220,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 220 - DEVELOPMENT ACROSS THE LIFESPAN,"Psychology Foundation Course.  An examination of the biological, psychological, socio-emotional, and social/contextual changes that occur during development, across the human lifespan (i.e., infancy, childhood, adolescence, young and middle adulthood, old age, and death).  The emphasis is on understanding the important theories, concepts, and controversies relating to human development.",1,PSY 101 is a prerequisite. [RQ614],Fall and Spring
PSY,1224,267,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 267 - ORGANIZATIONAL PSYCHOLOGY,"Psychology Foundation Course.  This course examines current theory and issues in understanding and managing organizational psychology: the study of human behavior in organizational settings.  Topics such as motivation, communication, personality, feelings, stress, attitudes and group dynamics are examined from both the perspective of the organizational members (e.g., employees) and the organization.  The course has an applied emphasis and should prepare a student for entry and participation in any type of organization.",1,PSY 101 is a prerequisite [RQ615],Fall and Spring
PSY,1224,299,UGRD,Writing Intensive,,,Writing Intensive,PSY 299 - RESEARCH SEMINAR (RECOMMENDED IN AREA OF SPECIALIZATION),"Psychology Core Course. Students use scientific methods to address psychological questions in a subdiscipline of psychology. Students develop research questions, design (qualitative and quantitative) research methodologies, collect and analyze data, and write research reports in American Psychological Association format.",1,Reserved for Psychology majors; PSY 203 is a prerequisite [RQ753],Fall and Spring
PSY,1224,322,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 322 - CHILDREN AND THE MEDIA,"The course examines the relations between children and youth, and traditional and new media. The course begins by reviewing the developmental stages of children, and theories about childhood as socially constructed. The course presents up-to-date research highlighting the potentially negative impact of age-inappropriate or excessive media use on children¿s physical, cognitive, and socioemotional well-being.  Further, the course focuses on benefits of media and how they enhance children¿s education and social relationships.",1,PSY 121; & PSY 220 or equivalent courses are prerequisites. [RQ5091],Occasionally
PSY,1224,333,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 333 - COGNITIVE-BEHAVIORAL THERAPY,"This course, an introduction to cognitive-behavior therapy, expands upon what you have learned about cognitive and behavior therapy theory and techniques in previous psychology courses.  You will learn more about some of the strategies and techniques cognitive-behavioral practitioners use to assess and treat anxiety, including relaxation training, systematic desensitization, assertiveness training, stress management, cognitive restructuring and contingency management.  We will also consider important current issues in the profession such as ethics in clinical practice, working with people from diverse backgrounds, the structure of the mental health care system, graduate training and careers, and treatment process and outcome research methodology.",1,"PSY 121, and PSY 216 or PSY 217 are prerequisites. [RQ1027]",Occasionally
PSY,1224,336,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 336 - SEXUAL & GENDER MINORITY MENTAL HEALTH,"This seminar will cover current issues in LGBTQI mental health, including theories of sexual minority stress and identity development, research on mental and physical health in this population, coping and protective factors, and treatments. This course meets for 3 hours per week. It is worth 1 unit (4 credits) because students are assigned additional learning tasks that make the semester's learning experience more deeply engaged and rigorous (f).",1,PSY 121 and either PSY216 or PSY 217 are prerequisites.  [RQ#6288],Occasionally
PSY,1224,340,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 340 - HEALTH PSYCHOLOGY,"Examines how psychological, social, and behavioral factors interact with and affect the success people have in maintaining their health, obtaining medical treatment, coping with stress and pain, and recovering from serious illness.",1,PSY 121 or ANT 240 is a prerequisite. [RQ#5801],Occasionally
PSY,1224,342,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 342 - CLINICAL PSYCHOPHARMACOLOGY,"Explore how psychological disorders are influenced by neurotransmitters, hormones, and neurotrophic factors, and by interventions that increase or decrease these chemicals.  Clinical disorders will include: depression, anxiety disorders, anorexia/bulimia nervosa, attention deficits, dementia, and schizophrenia.  Both intended effects and side effects of drugs will be studied, as well as individual differences in effects (due to genes/environments).",1,PSY 212  is a prerequisite. [RQ625],Fall
PSY,1224,343,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 343 - BEHAV PHARM DRUG ABUSE,"Explores the pharmacological and behavioral events with several drugs of abuse including cocaine, nicotine, alcohol, opiates, hallucinogens, and caffeine, as well as other drugs such as inhalants and Ecstasy.",1,PSY 212 is a prerequisite [RQ626],Spring
PSY,1224,350,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender,"Behavioral, Social or Cultural Perspectives",,PSY 350 - PSYCHOLOGY OF WOMEN,"Examines the psychology of women in light of biological, social, and cultural influences.  A variety of psychological theories and research findings are explored to study the development and behavior of women in various social contexts.",1,PSY 121 is a prerequisite [RQ619],Fall and Spring
PSY,1224,360,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 360 - PSYCHOLOGY OF LEADERSHIP,"This course explores developmental, cognitive, and social psychology perspectives on leadership emergence, development, and effectiveness. Diversity is an important theme in the course, which emphasizes the roles of individual differences such as gender, race, and nationality in leadership processes. Other topics include emotions in leadership, charisma, and abusive or toxic leadership. The material is intended to be accessible and relevant to students regardless of specialization interests.",1,PSY 121 is a prerequisite or with permission of instsructor. [RQ618],Occasionally
PSY,1224,362,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 362 - JUDGMENT AND DECISION MAKING,"Economic models typically assume that human decision making is entirely rational, but psychological research demonstrates that our judgments and decisions can be influenced by cognitive limitations and biases as well as social and motivational factors. This course will begin with a brief overview of basic economic principles of decision making and then examine what have come to be called behavioral economic principles that more accurately describe how judgments are reached and decisions are made. We will also explore the consequences of shortcomings of reasoning in important contexts and consider ways to debias judgments and make better decisions.",1,PSY 121 is a prerequisite or with permission of instsructor. [RQ618],Occasionally
PSY,1224,363,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 363 - PSYCHOLOGY OF ETHICS,"While many courses have an ethical component, they tend to be restricted in topic (research, workplace, client) and focus ¿ they are prescriptive in nature, telling students what they should and should not do,  This course moves beyond prescriptive to a descriptive study of ethics, examining ethics as human behavior and not a value system. Thus, we apply many concepts learned in other courses (learning theory, motivation, developmental models) to enhance our understanding of ethical and unethical behavior.",1,PSY101 or MGT 201 with a grade of C+ or better is a prerequisite. [RQ5251],Occasionally
PSY,1224,365,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 365 - CONSUMER BEHAVIOR,"Students learn to apply basic social science principles and theories to an understanding of the behavior of consumers.  Basic psychological principles (e.g., learning, memory, perception, attitudes, and motivation) as well as sociological and anthropological concepts (e.g., demographics, group dynamics, cultural influences) are explored and then examined in relation to consumption processes and activities used by marketers and public policy actors to influence consumer behavior. Cross listed with MKT 365.",1,PSY 101 or  SOC 101 or MKT 201 is a prerequisite [RQ301],Occasionally
PSY,1224,370,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 370 - DEVELOPMENTAL SEMINAR,"The Developmental Seminar's focus varies across semesters with respect to both age (children/adolescents/adults) and topic (e.g., Origins of Social Cognition, Adolescent Development, Child Therapy, Children and the Media). Students may repeat the seminar as topics change.",1,PSY 121; & PSY 220 or equivalent courses are prerequisites. [RQ5091],Fall and Spring
PSY,1224,373,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 373 - COUNSELING AND CLINICAL SEMINAR,"The C&C seminar provides students with the opportunity for in-depth study of a specific topic within counseling and clinical psychology.  The topic (e.g., Cognitive Behavior Therapy, Forensic Psychology) varies across semesters.  Students may repeat the seminar as topics change.",1,"PSY 121, and PSY 216 or PSY 217 are prerequisites. [RQ1027]",Fall and Spring
PSY,1224,375,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 375 - SOCIAL PSY SEMINAR,"The Social seminar provides students opportunities for in-depth study of specific topics within social psychology (e.g., Power, Oppression and Privilege, Political Psychology). The topic varies across semesters. Students may repeat the seminar as topics change.",1,PSY 121 and one foundation course are prerequisites. [RQ5252],Fall and Spring
PSY,1224,390,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 390 - COLLABORATIVE RESEARCH,"Students are involved in the central core of activity in a psychological research laboratory.  The laboratories maintain an ongoing scholarly research program, directed by a full-time faculty member, and run collaboratively with a team of student research assistants.  Cross-listed with PSY 492.",1,"Reserved for So, Jr & Sr with a minimum GPA 2.5 required or by permission of the instructor.  [RQ5092]",Fall and Spring
PSY,1224,397,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 397 - LEARNING ASSISTANTSHIP,"Instructional Interns learn about the teaching of psychology.  Students gain a deeper understanding of the particular course content area, gain insight into curriculum goals and methods of achieving them, and develop instructional skills in the areas of providing written feedback, creating and/or delivering learning activities, and constructing learning tools.  Instructional Interns (IIs) are associated with a particular section of a course and work closely with the professor.  Instructional Internship can be taken a maximum of two times and cannot be repeated for the same course. Specific duties for the instructional intern are detailed in a contract that is developed and signed by both the student and faculty sponsor.",1 - 2,,Fall and Spring
PSY,1224,398,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 398 - COUNSELING/FIELD EXPERIENCE SEMINAR,"Field experience in a mental health setting, with classroom supervision of the clinical activities.  Students interested in counseling or clinical psychology will integrate knowledge from various courses as they apply concepts in a clinical setting.  Both an appropriate piece of written work and an oral presentation to the class are required.  Students must find their own placements in advance, and faculty approval of the placement is required.",1,PSY 217 is a prerequisite [RQ635],Fall and Spring
PSY,1224,419,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,PSY 419 - SENIOR SEM:HISTORY OF PSYCHOLOGY,"This course will consider how psychology's goals, methods, and beliefs have evolved throughout its history.  As a senior experience, this course will allow students to integrate experiences from various areas of the discipline, to analyze and evaluate psychology's past and to make recommendations for its future.",1,PSY 299 is a prerequisite [RQ633],Occasionally
PSY,1224,470,UGRD,Liberal Learning Domains|Writing Intensive,,"Behavioral, Social or Cultural Perspectives",Writing Intensive,PSY 470 - SENIOR TOPICS STUDY GROUP,"Each course under this umbrella is relevant to a different set of specializations.  As a senior experience, students use their prior knowledge as a foundation for individualized study of theoretical, empirical, or clinical issues.  The study group is a community of learning in which students direct their own in-depth exploration of a field, discuss their ideas with others in the group, and express their discoveries and conclusions in successive drafts of a major written paper.",1,PSY 299 is a prerequisite [RQ633],Fall and Spring
PSY,1224,492,UGRD,Liberal Learning Domains|Writing Intensive,,"Behavioral, Social or Cultural Perspectives",Writing Intensive,PSY 492 - SENIOR COLLABORATIVE RESEARCH,"Students are involved in the central core of activity in a psychological research laboratory.  The laboratories maintain an ongoing scholarly research program, directed by a full-time faculty member, and run collaboratively with a team of student research assistants.  This writing intensive course culminates in an APA style paper and oral presentation to an appropriate audience.  Cross-listed with PSY 390.",1,PSY 299 and a GPA of 2.5 or better are prerequisites; reserved for Psychology Majors; and permission of instructor is required. [RQ5260],Fall and Spring
RAL,1224,225,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,RAL 225 - CHILDREN'S LITERATURE,"A multimedia approach is utilized in this course to examine children's literature. It includes an in depth look at the historical background of both the literature and illustration, establishes criteria for selecting books for children from various genres, includes extensive examination of children's books from each genre of literature, and explores the oral tradition and techniques of storytelling. The course includes psychological, developmental and social perspectives on children's interaction with literature.",1,,Fall and Spring
REL,1224,111,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,World Views & Ways of Knowing,,REL 111 - BUDDHISM AND BUDDHIST THOUGHT,Course examining Buddhism and some of the intellectual traditions that have flourished in conjunction with it.  Students will study the historical origins and essential teachings of this religion and explore some of the literary and philosophical traditions that developed from or in close connection with Buddhism.,1,,Fall and Spring
