SUBJECT,STRM,CATALOG_NBR,ACAD_CAREER,CLASS_ATTRIBUTES,CLASS_ATTRIBUTE_VALUES,COURSE_TITLE,DESCRLONG,UNITS,ENROLL_REQUIREMENTS,OFFERED
PSY,1218,493,UGRD,Writing Intensive,Writing Intensive,PSY 493 - SENIOR INDEPENDENT RESSEARCH,Students work with a faculty member on a discrete literature-based or empirical research project.  This writing intensive course culminates in an APA style paper and oral presentation to an appropriate audience.,.25 - 2,PSY 299 and a GPA of 2.5 or better are prerequisites; reserved for Psychology Majors; and permission of instructor is required. [RQ5260],Fall and Spring
PSY,1218,496,UGRD,Writing Intensive,Writing Intensive,PSY 496 - SENIOR HONORS THESIS II,"In-depth empirical work (e.g., experimental, field study, survey, or archival research) or a substantial and integrative review, designed jointly by the student and thesis director, spanning two semesters.  This writing intensive course culminates in an APA style paper and oral presentation to an appropriate audience.",.25 - 2,PSY 396 is a prerequisite; and GPA of 2.5 or better is a prerequisite. [RQ761],Fall and Spring
RAL,1218,225,UGRD,Liberal Learning Domains,"Literary, Visual & Performing Arts",RAL 225 - CHILDREN'S LITERATURE,"A multimedia approach is utilized in this course to examine children's literature. It includes an in depth look at the historical background of both the literature and illustration, establishes criteria for selecting books for children from various genres, includes extensive examination of children's books from each genre of literature, and explores the oral tradition and techniques of storytelling. The course includes psychological, developmental and social perspectives on children's interaction with literature.",1,,Fall and Spring
REL,1218,110,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global|World Views & Ways of Knowing,REL 110 - WORLD RELIGIONS,"Course comparing several of the world's major religious traditions. Students will examine and compare the essential teachings, and the historical and cultural context, of most or all of the following: Hinduism, Buddhism, Judaism, Christianity, Islam, and one or more additional non-Western tradition(s).",1,,Fall and Spring
REL,1218,111,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global|World Views & Ways of Knowing,REL 111 - BUDDHISM AND BUDDHIST THOUGHT,Course examining Buddhism and some of the intellectual traditions that have flourished in conjunction with it.  Students will study the historical origins and essential teachings of this religion and explore some of the literary and philosophical traditions that developed from or in close connection with Buddhism.,1,,Fall and Spring
REL,1218,112,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global|World Views & Ways of Knowing,REL 112 - HINDUISM AND HINDU THOUGHT,Course examining Hinduism and some of the intellectual traditions that have flourished in conjunction with it.  Students will study the historical origins and essential teachings of this religion and explore some of the literary and philosophical traditions that developed from or in close connection with Hinduism.,1,,Fall
REL,1218,120,UGRD,Liberal Learning Domains,World Views & Ways of Knowing,REL 120 - EARLY JUDAISM,"Course examining the fundamentals, history and development of the Jewish faith and way of life.  Students will study the Jewish historical experience and the evolving theological responses to that experience from the beginnings of Judaism until the French Revolution.",1,,Fall
REL,1218,305,UGRD,Liberal Learning Domains,Social Change in Historical Perspectives,REL 305 - ANCIENT CHRISTIANITY,"Course focusing on the emergence of early Christianities during the first four centuries of the Common Era, in the Roman Empire and surrounding areas.  The course will take into account the philosophical, political, cultural, and religious interactions (conflicts and differences within emerging communities) which challenged Christian groups and gradually shaped the Catholic Orthodox faith. Beliefs, ritual practices, scriptures, and structures of authority will be examined.  We will also address issues of anti-Jewish sentiment, issues involving the theological understanding and role of women, and the role of violence in these developments.",1,,Fall
REL,1218,320,UGRD,Liberal Learning Domains,World Views & Ways of Knowing,REL 320 - HOLOCAUST: HIST & REL PERSP,"This course helps students develop a grasp of the history of the Holocaust, as well as its precipitating factors and legacy. In addition, students will gain an understanding of other genocides and be able to compare them. Students will be challenged to think critically and to examine the assumptions concerning issues of the Holocaust, genocide and peace. They will learn how extreme prejudice leads to state killing policies and how such ideas become ""naturalized"" and rationalized in social programs. They will also have the opportunity to explore ways to resolve conflict peacefully and study ethical decision making. With a deeper understanding of prejudice, discrimination, racism, and anti-Semitism, students should be able to better analyze contemporary local, national, and global political situations and movements and to think critically about ethical responsibility.",1,,Spring
SED,1218,224,UGRD,Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives",SED 224 - ADOLESCENT LEARNING &DEVELOPMENT,"This course is designed for prospective secondary education teachers (serving grades 6-12/serving schools that are departmentalized). It focuses on adolescent learning and development using diverse frameworks: theoretical, empirical and practice/policy. It requires prospective teachers to: (a) know and understand the students they propose to teach in addition to understanding their own development and the contexts of that development; (b) develop high levels of competencies related to the application and use of the tools and products of the science of development, specifically, reflection, research and inquiry; and (c) cultivate in self and exercise leadership and advocacy for youth through participation in a thirty (30) hour structured field experience.  This course is only offered to students who have attained sophomore status.",1,"PRE EDU 096 & Reserved for Sophomores & Juniors, and  Freshmen who are in the 5year Special Ed Secondary ed majors, or by permission of instructor. [RQ#6374]",Fall and Spring
SED,1218,498,UGRD,Writing Intensive,Writing Intensive,SED 498 - COLLABABORATIVE CAPSTONE FOR PROFESSIONAL INQUIRY,"This course is designed to promote professional development, problem solving skills, and best practices during student teaching. Through guided discussion, students analyze instruction, classroom management and bureaucratic problems they encounter in their field placement. In addition, students continue to hone the instructional and assessment skills they developed in their junior year. Completion of an inquiry project that assesses the effectiveness of their teaching on student learning and presentation of the electronic portfolio are the culminating assignments of this course and of the secondary education program. This course is taken concurrently with student teaching. Students must have a minimum GPA of 2.75 to student teach, have earned a minimum grade C+ in SED 224 and EFN 299 and a B in SED 399. Students must earn a grade of B in this course to meet program requirements.",1,"Student teaching is a co-requisite, and SED 224 & EFN 299, both with a grade of C+ or better, and SED 399 with a grade of B or better, and a GPA of 2.75 or better, are prerequisites.  [RQ#5940]",Fall and Spring
SOC,1218,101,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives|Race & Ethnicity",SOC 101 - INTRODUCTION TO SOCIOLOGY,"Sociology explores the intersection of biography and history.  Students learn the basic foundations of sociology, including its development as a field of inquiry, early sociological theory, and methodology.  The course also analyzes social organization, addressing culture, structure, socialization, and social control. Students investigate how culture, class, race, sex, family, medicine, business, religion, education, and government affect our lives.  Special attention is paid to the impact of society on self.",1,,Fall and Spring
SOC,1218,281,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives|Race & Ethnicity",SOC 281 - SOCIOLOGY OF RACE IN THE U.S.,"A broad sociological study of race in the dynamics of American power, privilege, and oppression.  The course argues race, as a concept and social phenomenon, is fluid, malleable, and socially constructed and those characteristics have made it a persistent and useful feature in US historical development.",1,,Occasionally
SOC,1218,301,UGRD,Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives",SOC 301 - DEVELP OF SOCIO-CULTURAL THEORY,"The response of social theorists to the consequences of the industrial revolution and the issues of capitalism, secularism, modern consciousness, and the socio-critical enterprise, as seen through the work of such theorists as Marx, Durkheim, and Weber.  Contemporary development of these theories will also be discussed.",1,SOC 101 or ANT 110 is a prerequisite. Course cannot be taken with SOC 302. [RQ#5719],Fall and Spring
SOC,1218,302,UGRD,Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives|Quantitative Reasoning",SOC 302 - QUANTITATIVE RESEARCH METHODS,"The course is designed to familiarize students with quantitative research methodology, methods of quantitative data collection, and analysis of quantitative data used in sociology.  In addition, students will learn one of the most widely used statistical software packages in the social sciences (SPSS) and conduct independent research using one of the most widely used sources of quantitative social data, the General Social Survey (GSS).  One additional 80-minute lab session is required as a co-component to this course.",1,"SOC 101 (B- or better), & STA 115 (B- or better) or STA 215 (C+ or better) are prerequisites. SOC302 and a required 80-minute lab class are co-requisites. [RQ5019]",Fall and Spring
SOC,1218,303,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives|Gender|Global",SOC 303 - GENDER AND ACTIVISM IN GLOBAL PERSPECTIVE,Social movements about gender issues and identities are significant sources of social change in societies around the world. This course explores the cultural constructions and implications of gender in different global contexts by analyzing the political demands and experiences of gender-based movements.,1,,Occasionally
SOC,1218,365,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives|Gender|Race & Ethnicity",SOC 365 - POVERTY AND WELFARE IN THE US,"History, nature, extent, levels, causes of poverty. Effect of industrialization, urbanization, and technology. Impact upon major institutions. Ethnic and racial group problems and reactions. Governmental and private organizational programs.",1,,Occasionally
SOC,1218,370,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives|Global|Race & Ethnicity",SOC 370 - TOPICS IN SOCIOLOGY,Selected topics which may vary from year to year. Topic to be announced. May be repeated for credit.,1,,Occasionally
SOC,1218,397,UGRD,Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives",SOC 397 - LEARNING ASSISTANTSHIP IN SOCIOLOGY,"Learning Assistants learn about the teaching of Sociology.  Students gain a deeper understanding of the particular course content area, gain insight into curriculum goals and methods of achieving them, and develop instructional skills in the areas of: providing written feedback, creating and/or delivering learning activities, and constructing learning tools.  Specific duties for the Learning Assistant are detailed in a contract that is developed and signed by both the student and faculty sponsor.",.25 - 1,,Fall and Spring
SOC,1218,499,UGRD,Liberal Learning Domains|Writing Intensive,"Behavioral, Social or Cultural Perspectives|Writing Intensive",SOC 499 - SENIOR  CAPSTONE SEMINAR,Senior seminar constituting a culminating experience for sociology majors. Course draws on skills and knowledge of sociology courses as well as knowledge gained from the liberal arts broadly construed. Must be taken as a bundle with SOC 398 Sociology Capstone Internship (of the same section number) to fulfill the capstone requirements of the sociology major. (0.5 course unit; Prerequisites: SOC 301 and 302; Corequisite: SOC 398),.5,"SOC 301 & SOC 302 are prerequisites, and SOC 398 is a co-requisite.  [RQ#6384]",Fall and Spring
SPA,1218,211,UGRD,Writing Intensive,Writing Intensive,SPA 211 - INTERMEDIATE WRITING PROFICIENY,"This course focuses on the development of students' written skills in Spanish. Grammar will be reviewed in order to provide the tools for more sophisticated written expression.  Assignments will include journals, essays, autobiographical papers, and creative pieces.  Students will also utilize the World Wide Web to correspond in written Spanish and to summarize and analyze current events news found at numerous sites.",1,SPA203 or SPA210 are a prerequisite or corequisite. [RQ5031],Fall and Spring
SPA,1218,241,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains|Writing Intensive,"Global|Literary, Visual & Performing Arts|Writing Intensive",SPA 241 - INTRO TO LIT IN SPANISH,Selected readings from the literary traditions of Spain and Latin America. Progressive development of reading and literary skills in Spanish.  Seminar format emphasizes oral and written expression.  Fundamental approaches to literary interpretation will be introduced.,1,"SPA 203 or SPA 210, & SPA 211 are prerequisites.  [RQ#6424]",Occasionally
SPA,1218,311,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,"Global|Literary, Visual & Performing Arts",SPA 311 - SURVEY OF SPANISH PENINSULAR LIT,"Survey of Spanish peninsular literature from the Middle Ages to the present. The course will focus on key periods in Spanish literature through the study of representative texts to provide students with an understanding of the richness and variety of Spanish literature, an appreciation of singular masterpieces as well as the historical and cultural forces which influenced them.",1,SPA 241 with a minimum grade of B- is a prerequisite; or by permission of instructor. [RQ147],Spring
SPA,1218,348,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,"Global|Literary, Visual & Performing Arts",SPA 348 - SEMINAR IN HISPANIC FILM,"Images of Spain and Latin America: a study of history and culture through film.  A wide range of films, from documentary to drama, will be viewed. Students will be responsible each week for reading assignments to prepare for screenings.  Seminar format emphasizes oral and written expression.",1,SPA 241 with a minimum grade of B- is a prerequisite; or by permission of instructor. [RQ147],Occasionally
SPA,1218,497,UGRD,Writing Intensive,Writing Intensive,SPA 497 - SPANISH SENIOR SEMINAR,"This course is a required capstone course for Spanish majors. The topics will change every semester. The course will focus on a variety of issues related to Latin American Literature, Peninsular Literature and Linguistics. It will involve advanced study of the specific subject.",1,Four 300-level SPA courses and Senior status at the beginning of this class are prerequisites.  [RQ#5821],"Fall, Spring and Summer"
SPE,1218,103,UGRD,Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives",SPE 103 - SOCIAL & LEGAL FOUNDAT SPEC EDUC,"Introduces students to interdisciplinary analyses of special education in American schools.  Students review critical issues facing schools by applying analytic principles drawn from history, philosophy, and legal/social theory in order to form an initial, professional position.  They will develop a framework for understanding how they, as individuals, can contribute to enhancing educational environments for students with disabilities.",1,,Fall and Spring
SPE,1218,203,UGRD,Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives",SPE 203 - PSYCH DEVELOP OF CHILD & ADOLESC,"This course will focus on theories of intelligence, learning, motivation, and development from birth through early adulthoood.  It will also introduce some basic assessment concepts.  It will use normative functioning in these areas as a foil from which to study atypical functioning.  Within the program of study, this course will lay the foundation for defining difference.  As such, it is a primary foundational course for future special educators.",1,,Fall and Spring
SPE,1218,214,UGRD,Writing Intensive,Writing Intensive,SPE 214 - EXPLORING CLASSROOM COMMUNITIES,"Introduction to the ""best practices"" that are currently used in the areas of classroom management and behavior support. It provides students with the skills and knowledge that will enable them to pro-actively and constructively address the varied kinds of behavioral challenges that teachers confront in current classrooms and establish environments that are positive and encourage high levels of academic engagement.  Field experience included.  Reserved for special education majors only.",1,EDU 096 is a prerequisite and  SPE 103 is a prerequisite & COR RAL 320 is a co-requisite. Reserved for Special Education majors only. [RG5798],Fall
SPE,1218,340,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,"Gender|Literary, Visual & Performing Arts|Race & Ethnicity|VPA for School of Education",SPE 340 - EDUCATIONAL EQUITY & SOCIAL JUSTICE,"This course will utilize documentary films to understand the concepts of intersectionality, structural justice, and social change as they pertain to schooling in the United States. Student will move beyond a survey-model of diversity (e.g.""isms"", one-dimensional identity categories) to understand how perceptions of difference are situated within larger societal norms.This course uses the narratives of documentary films to facilitate participants' analysis of their own location(s) within various social institutions and a deeper understanding of educational policy and practice. Students will create their own short documentary film that demonstrates their analysis of key content from this course.",1,,"Fall, Spring and Summer"
STA,1218,115,UGRD,Liberal Learning Domains,Quantitative Reasoning,STA 115 - STATISTICS,"Introduction to descriptive statistics and statistical inference. Topics include: measures of location and variability, graphical displays, probability, normal distribution, sampling, estimation and hypothesis testing. STA 115 cannot be taken if STA 215 has already been successfully taken.",1,STA 115 cannot be taken if STA 215 has already been successfully taken. [RQ#5706],Fall and Spring
STA,1218,215,UGRD,Liberal Learning Domains,Quantitative Reasoning,STA 215 - STATISTICAL INFERENCE AND PROBABILITY,"A comprehensive introduction to descriptive statistics and the essential ideas of probability.  Students will study foundations of classical parametric inference: point estimation, confidence intervals, hypothesis testing and common statistical techniques including simple regression and correlation. Examples will be drawn from a variety of social and natural sciences.",1,MAT 125 or MAT 127 are a Prerequisite or a Corequisite.[RQ772],Fall and Spring
STA,1218,216,UGRD,Liberal Learning Domains,Quantitative Reasoning,STA 216 - STATISTICAL INFERENCE AND PROBABILITY FOR EDUCATORS,"This course introduces future mathematics educators to statistical ideas and concepts with an emphasis on methods of statistical inference (notably confidence intervals and hypothesis tests) and probability (notably conditional probability, the binomial distribution, and concepts relating to independence and disjoint probabilities).",1,MAT 125 or MAT 127 are a Prerequisite or a Corequisite.[RQ772],Spring
STA,1218,305,UGRD,Writing Intensive,Writing Intensive,STA 305 - REGRESSION ANALYSIS,"A detailed introduction to regression and statistical modeling. Topics include linear models, interactions, logistic regression, and residual analysis.  Students will be introduced to writing and presentation of statistical methods and results.  A statistical software package will be used throughout the course (SAS or R).",1,"STA 215 (or STA 216),and MAT 125 or MAT 127 are prerequisites. [RQ786]",Fall
TED,1218,460,UGRD,Writing Intensive,Writing Intensive,TED 460 - INTEGRATIVE STEM FOR YOUNG LEARNERS,"This course is an introduction to research and contemporary issues concerning the national focus on STEM literacy. The course will deal with concepts of design-based inquiry, history, principles and processes of technology / engineering and the impact of STEM activity on the individual, society and the environment. The setting for the study of  STEM literacy and design-based inquiry will focus on the elementary school level but will include secondary experiences when necessary.",1,ETE 271 is a prerequisite and Junior standing or higher is required. (RQ#5784),Spring
TST,1218,161,UGRD,Liberal Learning Domains,"Literary, Visual & Performing Arts",TST 161 - CREATIVE DESIGN,"This is a foundational course that looks at the elements and principles of design as related to practical products, systems, and environments.  It introduces students to the creative process practiced by artists, designers, and engineers, valuable to them as both future producers and consumers. Content includes thinking, drawing, and modeling skills commonly used by designers; development of a design vocabulary; the nature and evolution of technological design; the impacts of design on the individual, society, and the environment; patents and intellectual property; human factors; team design; and appropriate technology, risk analysis, and futuring techniques. Design problems are presented within real-world contexts, using field trips and outside speakers.  Students complete a major design project, document their work through a design portfolio, and present their solutions before the class. Weekly critiques of class projects build fluency, confidence, and creativity.",1,,Fall and Spring
VPA,1218,101,UGRD,Liberal Learning Domains,"Literary, Visual & Performing Arts",VPA 101 - INTEGRATED VISUAL & PERFORM ARTS,"Arts, Creative Movement/Dance, Music, and Drama. Each three-week module will interpret the same literary work (e.g., a folk tale, an evocative piece of poetry, an imaginative short story, a humorous children's book) through a specific art form.  The first week of the course will be a common experience for each of the four sections, during which time students will analyze the chosen work of literature as a subject for a performance piece incorporating drama, dance, visual arts and music.  Students will develop a common vocabulary, an understanding of the historical and cultural contexts that influence the arts, and an appreciation for the creative process.  During the last week students will create a culminating performance to be presented to all 4 sections.  Students will be required to meet during their 4th hour each week to develop their culminating performance. Each module will be taught by a practicing artist and the four modules  offered each semester will be guided by an artistic director who will be one of the four instructors.",1,,Fall and Spring
VPA,1218,201,UGRD,Liberal Learning Domains,"Literary, Visual & Performing Arts",VPA 201 - DANCE AND MOVEMENT FUNDAMENTALS,"In this course, students experience dance as cultural, spiritual and aesthetic expression, and develop a sense of body awareness and alignment. Through active participation students explore fundamental movement principles of ballet, modern, and world dance techniques.  Participation in dance experiences during class time will develop the student¿s responsiveness to dance. No previous dance experience is required. Students are encouraged to wear comfortable athletic or dance attire to class.  As a two-credit course featuring new repertoire every semester, students may repeat this course once for credit for a total of four credits (one course unit). Taking the course twice is equivalent to one course unit in Literary, Visual and Performing Arts.",.5,,Fall and Spring
WGS,1218,150,UGRD,Liberal Learning Civic Resp.,Gender|Race & Ethnicity,WGS 150 - INTRODUCTION TO SOCIAL JUSTICE,"This introductory course examines how racism, classism, sexism, ableism and other patterns of inequality intersect, and thus create barriers to the realization of a more equal and just society. The course will begin with a theoretical examination of what we mean by justice, social justice and why these matter. Students will then examine the social constructions of gender, race, and sexuality and how they are shaped by particular contexts, times, and places. Using an intersectional framework, the course will then examine pressing current social justice issues such as poverty, race and incarceration, immigration, etc. and how the intersectionality of social identities and forces amplify the impact of these issues on oppressed populations. Students will examine strategies to create change, including organizing, campaigns, and advocacy.",1,,Occasionally
WGS,1218,165,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender|Social Change in Historical Perspectives,WGS 165 - GENDERED U.S. HIST OF FOOD,"An introduction to the history of food consumption and preparation in the Western world, and its place in defining gender roles; food as part of religious ceremony; development of table manners; the politics of breast-feeding; the changing of kitchen roles; and the history of eating disorders.",1,,Occasionally
WGS,1218,170,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives|Gender",WGS 170 - TOPICS IN WOMEN'S & GENDER STUDIES,Current or specialized topics proposed by faculty or students and approved by the department.  Appropriate for freshmen.,1,,Occasionally
WGS,1218,220,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,"Gender|Literary, Visual & Performing Arts",WGS 220 - GENDER AND POPULAR CULTURE,"A critical examination of the messages and ""knowledge"" that popular culture employs, disseminates and constructs about men and women, masculinity and femininity.  Takes its objects of study from a wide range of sources including advertisements, magazines, television, film, cyberspace, hip hop, and sports. Be ready to watch TV, go to the movies, and listen to music as a scholar of gender.",1,,Fall and Spring
WGS,1218,222,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives|Gender|Global",WGS 222 - NON-VIOLENCE AND PEACE ACTION,"WGS 222 offers an overview of key areas of theory and practice in Peace and Justice Studies, a growing interdisciplinary field with applications from the local community to international relations. Aimed at achieving social transformation through active nonviolence, peace studies promotes in-depth understanding of structures that promote and perpetuate violence and offers methods for transforming the terms of conflict.",1,,Fall and Spring
WGS,1218,225,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,"Gender|Literary, Visual & Performing Arts",WGS 225 - GENDER IN CHILDREN'S LITERATURE,"In this course, students will develop a critical appreciation of the roles of children's literature in the social construction of gender--not only how it prescribes or resists normative gender roles, but how it represents the subjective experience of growing up gendered.  With a grounding in gender theory and critical texts, students will explore the early beginnings of children's literature in collections of folklore and fairy tales, then move on to modern classics and contemporary favorites, limiting our scope to works for young children and pre-teens.",1,,Fall and Spring
WGS,1218,235,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives|Gender",WGS 235 - GENDER AND VIOLENCE,"An exploration of the relationship between gender and violence.  The course is comprised of theoretical perspectives as well as the study of specific forms of violence.  Topics include:  domestic and intimate partner violence; sexual violence; child abuse; socially institutionalized forms of violence against women; attitudes and reactions to violence; national and global contexts of violence, and men and violence.",1,,Occasionally
WGS,1218,241,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives|Gender",WGS 241 - INTRODUCTION TO SEXUALITY STUDIES,"This course serves an an introduction to an examination of sexuality from a social perspective.  In this way, we will engage in critical analyses of the existing organization and social meaning of sexuality, sexual identities, and sexual practices (as opposed to discussing merely descriptive accounts of doing sex).  Sexuality Studies brings together a variety of intellectual perspectives from the humanities and social sciences; thus, our exploration of ""the social construction of sexuality"" will draw from scholarly fields as diverse as literature, history, religion, anthropology, law, sociology, psychology, and education, in addition to feminist, queer, and media studies.  Topics covered will also be diverse and include: sexual bodies and behaviors; intimacies; sexual identities; sexual institutions and sexual commerce; sexual cultures; sexual regulations and inequality; and global and transnational sexualities, among other topics.",1,,Occasionally
WGS,1218,250,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives|Gender",WGS 250 - POLITICS OF SEXUALITY,"The political nature of personal life is a central critical concept of Women's, Gender, and Sexuality Studies.  Politics of Sexuality introduces students to implications of this concept through the study of sexuality and the politics and policies that impact it, such as the fluidity of gender identity and sexual orientation; the weaponization of female sexuality; consent and sexual autonomy; reproductive and sexual health access; marriage and family law.  Students learn how social norms, political currents, economic practices, and state policies construct their lived realities, and explore how sexuality is a rapidly evolving intersection of public policy, cultural biases and government.",1,,Fall and Spring
WGS,1218,270,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,"Gender|Literary, Visual & Performing Arts",WGS 270 - TOPICS IN WOMEN'S & GENDER STUDIES II,Current or specialized topics proposed by faculty or students and approved by the department.,.25 - 1,,Occasionally
WGS,1218,325,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains|Writing Intensive,Gender|World Views & Ways of Knowing|Writing Intensive,WGS 325 - FEMINIST THEORIES,"Explores the diverse ways in which feminist theorists conceptualize women's status in society, systems of inequality and the category of ""woman"" itself. Students will gain an understanding of evolving ideas and debates in feminist theory, relate those to feminist practices, and develop their own theoretical abilities.  The course will address the social construction of gender, the relation between feminist theory and activism, and how feminists have responded to issues of race, class, gender, and sexuality in current feminist thinking, as well as the classic feminist texts.",1,PRE One WGS course [RQ5007],Fall and Spring
WGS,1218,326,UGRD,Writing Intensive,Writing Intensive,WGS 326 - INTERSECTIONAL QUALITATIVE RESEARCH METHODS,"Feminist Methodologies will provide Women and Gender Studies students with an understanding and knowledge of the research methods feminist scholars use and prepare students to apply these methods in their own research projects.  The course focuses on the obligations of feminist researchers, the core issues in various feminist epistemologies and the feminist perspectives on various research methods and how feminist scholars challenge dominant theories of knowledge and the major methodologies employed in the social sciences.",1,PRE Two WGS courses [RQ5008],Occasionally
WGS,1218,341,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains|Writing Intensive,"Gender|Literary, Visual & Performing Arts|Writing Intensive",WGS 341 - QUEER LITERATURE,"Gay and Lesbian Literature primarily reflects on ""literary"" texts (novels, poems, and plays), considering the aesthetics, politics, and history of gay and lesbian literary production and consumption.  With recent advances in cultural studies and queer studies, this course will also embrace works that are sometimes situated outside of traditional definitions of ""literary"" (children's books, movies, and pulp fiction), with an examination of the course theme from a variety of literary methodologies, such as reader response criticism and discourse analysis.",1,"One WGS or one LIT course is a prerequisite, or by permission of the instructor.  [RQ#6052]",Fall and Spring
WGS,1218,365,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender|Race & Ethnicity|World Views & Ways of Knowing,WGS 365 - BLACK FEMINIST THOUGHT,"Traces the evolution of feminist consciousness among Africana women.  Students will trace the thoughts, social and political activism and ideologies generated by women of African ancestry from the early 19th Century free black ""feminist abolitionists"" to contemporary times.  ""Womanist,"" ""Feminist,"" ""Critical Race Feminist,"" and ""Black Feminist"" ideologies will be emphasized through course readings and assignments that explore the emergence and perpetuation of an Africana women's feminist consciousness.",1,Any WGS or AAS course is a prerequisite [RQ145],Fall and Spring
WGS,1218,370,UGRD,Liberal Learning Civic Resp.,Gender,WGS 370 - TOPICS IN WOMEN'S & GENDER STUDIES III,"Current of specialized topics proposed by faculty of students and approved by the department.  Appropriate for students who have taken at least one lower level course in WGS, may have prerequisites.",1,,Occasionally
WGS,1218,376,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains|Writing Intensive,"Gender|Global|Literary, Visual & Performing Arts|Writing Intensive",WGS 376 - GLOBAL WOMEN WRITERS,"Explores various literatures from around the world, encouraging students to examine the politics of gender, culture, and nation as well as the intersections of those systems of power.  The explorations will cover a large range of topics, from arranged marriages to women in war in a variety of geographical areas around the world, particularly focusing on non-Western literatures.  Common themes include feminist politics, post and neo/colonialisms, reproductive rights, translation, globalization, and activism.",1,,Fall and Spring
WGS,1218,378,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,"Behavioral, Social or Cultural Perspectives|Gender",WGS 378 - WOMEN IN THE WORLD,"This course examines gender in a comparative and global context framed by interdisciplinary perspectives from sociology, anthropology, psychology, and cultural studies. Studies social construction of gender across cultures and globalization as a web of complex forces shaping gender-construction activities and institutions. Students compare experiences with other cultures and analyze work, play, and intimacy and institutional structures, including religion, politics, military, media, and the economy.",1,,Occasionally
WGS,1218,398,UGRD,Liberal Learning Civic Resp.,Gender,WGS 398 - FEMINISM IN THE WORKPLACE: FIELD STUDY IN WOMEN'S AND GENDER STUDIES,"This internship course is a chance for students to consolidate and enrich their undergraduate learning while building the transition to life beyond college. A WGS education trains students to think critically and act strategically on issues of social inequity, particularly relating to gender and sexuality. Graduates enter a wide variety of careers. WGS 398, therefore, focuses not on the nature and demands of particular worksites, but on work itself and organizational practices that arise from feminist theory and scholarship. The course is designed for students of junior or senior standing who are WGS majors or minors, as well as for W.I.L.L. students.",1,Reserved for Women and Gender Studies major or minor. [RQ5094],Fall and Spring
WGS,1218,404,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,"Gender|Literary, Visual & Performing Arts",WGS 404 - WOMEN IN CLASSICAL ART,"This course is designed for undergraduate upper level students.  We will be investigating the representation of women in ancient sculpture, painting, and the minor arts, as well as the architecture and structure of ancient houses and other spaces used by women.  In addition, the roles of women as patrons of the arts will be examined.  Emphasis will be placed on the interpretation of art and architecture in relation to the social and cultural roles that women fulfilled in the Greek and Roman worlds.",1,,Occasionally
WGS,1218,498,UGRD,Writing Intensive,Writing Intensive,WGS 498 - SENIOR SEMINAR: METHODS & THEORY,"This course is the capstone course for the Women's and Gender Studies major. Students are expected to use the expertise gained from their previous WGS courses to research and write their senior theses. Drawing on the methodologies and theories learned in previously taken courses, students work in a small focused seminar that not only emphasizes their own work but also constructively critiques the work of their peers. Students will produce a research paper (25+ pages) applying feminist theories and methodologies. In addition, they will share their work with other students, providing analysis and critiques of one another¿s papers in progress.",1,WGS 325 is a prerequisite [RQ127],Fall and Spring
