SUBJECT,STRM,CATALOG_NBR,ACAD_CAREER,CLASS_ATTRIBUTES,CLASS_ATTRIBUTE_VALUES_CIV,CLASS_ATTRIBUTE_VALUES_DOM,CLASS_ATTRIBUTE_VALUES_INT,COURSE_TITLE,DESCRLONG,UNITS,ENROLL_REQUIREMENTS,OFFERED
SOC,Spring 2022,101,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Race & Ethnicity,"Behavioral, Social or Cultural Perspectives",,SOC 101 - INTRODUCTION TO SOCIOLOGY,"Sociology explores the intersection of biography and history.  Students learn the basic foundations of sociology, including its development as a field of inquiry, early sociological theory, and methodology.  The course also analyzes social organization, addressing culture, structure, socialization, and social control. Students investigate how culture, class, race, sex, family, medicine, business, religion, education, and government affect our lives.  Special attention is paid to the impact of society on self.",1,,Fall and Spring
SOC,Spring 2022,205,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Community Based Learning,"Behavioral, Social or Cultural Perspectives",,SOC 205 - SOCIAL WORK & HUMAN SERVICE PROFESSIONS,"Are you drawn to collaborating with others to improve their lives in a meaningful way? This dynamic course is designed especially for students interested in any human services profession, particularly social work, but also fields such as public health, medical social services, counseling & therapy, rehabilitation, educational support, government, and non-profit management. Together we examine the theory and practice of social work and human services within the larger social welfare system in America. Our exploration probes: a) the complex array of problems that challenge the social functioning of individuals, groups, families, organizations, and communities, (b) the various approaches, policies, and interventions employed to enhance or restore social functioning, (c) the unique values, knowledge, and skills required for effective professional practice, and (d) the multiple, varied, and rewarding career opportunities. Critical investigation of America¿s structural and systemic social problems is a primary focus, including poverty and socio-economic inequality, health disparities, racism, sexism, and other forms of social injustice. The instructor emphasizes interactive and experiential learning, including small group discussions, career exploration with visiting social work professionals, and completion of a 30-hour, community-based, field experience at a site selected by the student.",1,,Occasionally
SOC,Spring 2022,301,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,SOC 301 - DEVELP OF SOCIO-CULTURAL THEORY,"The response of social theorists to the consequences of the industrial revolution and the issues of capitalism, secularism, modern consciousness, and the socio-critical enterprise, as seen through the work of such theorists as Marx, Durkheim, and Weber.  Contemporary development of these theories will also be discussed.",1,SOC 101 or ANT 110 is a prerequisite. Course cannot be taken with SOC 302. [RQ#5719],Fall and Spring
SOC,Spring 2022,302,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives|Quantitative Reasoning",,SOC 302 - QUANTITATIVE RESEARCH METHODS,"The course is designed to familiarize students with quantitative research methodology, methods of quantitative data collection, and analysis of quantitative data used in sociology.  In addition, students will learn one of the most widely used statistical software packages in the social sciences (SPSS) and conduct independent research using one of the most widely used sources of quantitative social data, the General Social Survey (GSS).  One additional 80-minute lab session is required as a co-component to this course.",1,"SOC 101 (B- or better), & STA 115 (B- or better) or STA 215 (C+ or better) are prerequisites. SOC302 and a required 80-minute lab class are co-requisites. [RQ5019]",Fall and Spring
SOC,Spring 2022,317,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Community Based Learning,"Behavioral, Social or Cultural Perspectives",,SOC 317 - ORGANIZATIONS IN MODERN SOCIETY,"Organizations are the fundamental unit of modern society and an important area of contemporary sociology.  This course considers various theories of different kinds of organizations, public and private, for-profit and non-profit, voluntary and involuntary, small and large with a specific focus on local not-for-profit organizations.  In this class, students will apply their knowledge to organizations in the community and will gain a greater understanding of how modern organizations have an impact on our society and themselves.",1,,Occasionally
SOC,Spring 2022,375,UGRD,Liberal Learning Domains,,World Views & Ways of Knowing,,SOC 375 - RELIGION AND AMERICAN CULTURE,"To correctly understand U.S. culture, one must understand the religions that influenced, and continue to influence, its citizens.  Religion oriented the entire lives of early colonists, impacting the institutions they created, the interactions they had, and the cultural norms they established.  Today, religion is no less influential in American culture.  It shapes the personal realms of its citizens, as well as every institution within it.  This course will be of value to any interested citizen, and especially to those who seek to better understand the dynamic interplay of religion and American culture in the making of American individuals.",1,,Occasionally
SOC,Spring 2022,499,UGRD,Liberal Learning Domains|Writing Intensive,,"Behavioral, Social or Cultural Perspectives",Writing Intensive,SOC 499 - SENIOR  CAPSTONE SEMINAR,Senior seminar constituting a culminating experience for sociology majors. Course draws on skills and knowledge of sociology courses as well as knowledge gained from the liberal arts broadly construed. Must be taken as a bundle with SOC 398 Sociology Capstone Internship (of the same section number) to fulfill the capstone requirements of the sociology major. (0.5 course unit; Prerequisites: SOC 301 and 302; Corequisite: SOC 398),0.5,"SOC 301 & SOC 302 are prerequisites, and SOC 398 is a co-requisite.  [RQ#6384]",Fall and Spring
SPA,Spring 2022,211,UGRD,Writing Intensive,,,Writing Intensive,SPA 211 - INTERMEDIATE WRITING PROFICIENY,"This course focuses on the development of students' written skills in Spanish. Grammar will be reviewed in order to provide the tools for more sophisticated written expression.  Assignments will include journals, essays, autobiographical papers, and creative pieces.  Students will also utilize the World Wide Web to correspond in written Spanish and to summarize and analyze current events news found at numerous sites.",1,SPA203 or SPA210 are a prerequisite or corequisite. [RQ5031],Fall and Spring
SPA,Spring 2022,241,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains|Writing Intensive,Global,"Literary, Visual & Performing Arts",Writing Intensive,SPA 241 - INTRO TO LIT IN SPANISH,Selected readings from the literary traditions of Spain and Latin America. Progressive development of reading and literary skills in Spanish.  Seminar format emphasizes oral and written expression.  Fundamental approaches to literary interpretation will be introduced.,1,"SPA 203 or SPA 210, and SPA 211 are prerequisites. [RQ645]",Occasionally
SPA,Spring 2022,311,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,"Literary, Visual & Performing Arts",,SPA 311 - SURVEY OF SPANISH PENINSULAR LIT,"Survey of Spanish peninsular literature from the Middle Ages to the present. The course will focus on key periods in Spanish literature through the study of representative texts to provide students with an understanding of the richness and variety of Spanish literature, an appreciation of singular masterpieces as well as the historical and cultural forces which influenced them.",1,SPA 241 with a minimum grade of B- is a prerequisite; or by permission of instructor. [RQ147],Spring
SPA,Spring 2022,372,UGRD,Liberal Learning Domains,,Social Change in Historical Perspectives,,SPA 372 - HISTORY OF THE SPANISH LANGUAGE,"This course provides students with knowledge of the historical and geographic factors that lead to the development and spread of the Spanish language throughout the Iberian Peninsula and Latin America, and knowledge of Spanish phonetics, phonology, morphology, semantics, and syntax necessary to understand the technical aspects of the historical development of the Spanish language from Latin to Modern Spanish.",1,"SPA 215 or  SPA 350 or WLC 321, is a prerequisite. [RQ#6101]",Occasionally
SPE,Spring 2022,103,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,SPE 103 - SOCIAL & LEGAL FOUNDAT SPEC EDUC,"Introduces students to interdisciplinary analyses of special education in American schools.  Students review critical issues facing schools by applying analytic principles drawn from history, philosophy, and legal/social theory in order to form an initial, professional position.  They will develop a framework for understanding how they, as individuals, can contribute to enhancing educational environments for students with disabilities.",1,,Fall and Spring
SPE,Spring 2022,203,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,SPE 203 - PSYCH DEVELOP OF CHILD & ADOLESC,"This course will focus on theories of intelligence, learning, motivation, and development from birth through early adulthoood.  It will also introduce some basic assessment concepts.  It will use normative functioning in these areas as a foil from which to study atypical functioning.  Within the program of study, this course will lay the foundation for defining difference.  As such, it is a primary foundational course for future special educators.",1,"Reserved for  SPED/ELEM majors, DHH majors, and SLP/AUD majors.  [RQ#6462]",Fall and Spring
SPE,Spring 2022,340,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender|Race & Ethnicity,VPA for School of Education,,SPE 340 - EDUCATIONAL EQUITY & SOCIAL JUSTICE,"This course will utilize documentary films to understand the concepts of intersectionality, structural justice, and social change as they pertain to schooling in the United States. Student will move beyond a survey-model of diversity (e.g.""isms"", one-dimensional identity categories) to understand how perceptions of difference are situated within larger societal norms.This course uses the narratives of documentary films to facilitate participants' analysis of their own location(s) within various social institutions and a deeper understanding of educational policy and practice. Students will create their own short documentary film that demonstrates their analysis of key content from this course.",1,,"Fall, Spring and Summer"
STA,Spring 2022,115,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,STA 115 - STATISTICS,"Introduction to descriptive statistics and statistical inference. Topics include: measures of location and variability, graphical displays, probability, normal distribution, sampling, estimation and hypothesis testing. STA 115 cannot be taken if STA 215 has already been successfully taken.",1,STA 115 cannot be taken if STA 215 has already been successfully taken. [RQ#5706],Fall and Spring
STA,Spring 2022,215,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,STA 215 - STATISTICAL INFERENCE AND PROBABILITY,"A comprehensive introduction to descriptive statistics and the essential ideas of probability.  Students will study foundations of classical parametric inference: point estimation, confidence intervals, hypothesis testing and common statistical techniques including simple regression and correlation. Examples will be drawn from a variety of social and natural sciences.",1,MAT 125 or MAT 127 are a Prerequisite or a Corequisite.[RQ772],Fall and Spring
STA,Spring 2022,216,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,STA 216 - STATISTICAL INFERENCE AND PROBABILITY FOR EDUCATORS,"This course introduces future mathematics educators to statistical ideas and concepts with an emphasis on methods of statistical inference (notably confidence intervals and hypothesis tests) and probability (notably conditional probability, the binomial distribution, and concepts relating to independence and disjoint probabilities).",1,MAT 125 or MAT 127 are a Prerequisite or a Corequisite.[RQ772],Spring
STA,Spring 2022,404,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,STA 404 - COMPUTATIONAL AND BAYESIAN STATISTICS,"An introduction to computational and Bayesian statistics. Topics include Bayesian computational methods, including the effect of prior knowledge in estimation and setting of confidence intervals, and the impact of computational methods on non-Bayesian methods. Methods covered include bootstrapping, permutation tests, expectation-maximization, Monte Carlo sampling, and Markov chain Monte Carlo methods. Substantial statistical programming will be involved.",1,"STA 305, MAT 205 and (CRI 215 or CSC 230 or CSC 250) are prerequisites.  [RQ#6191]",Spring
STA,Spring 2022,498,UGRD,Liberal Learning Domains|Writing Intensive,,Quantitative Reasoning,Writing Intensive,STA 498 - CAPSTONE,"This course is intended for students in their final semester at TCNJ. The content in this course builds on the earlier courses in the mathematics-statistics program and brings together topics from different courses. The course is project-based. Students will identify a project area, develop an understanding of the domain through literature review, and analyze and interpret data within the domain.  Students will complete a formal paper and present a summary poster at the Celebration of Student Achievement. This course is writing intensive.  Except in exceptional cases, use of advanced statistical software is expected.",1,"MAT 316 or MAT 341, and 2 STA 300 level courses are a prerequisite.  [RQ#6164]",Spring
TED,Spring 2022,460,UGRD,Writing Intensive,,,Writing Intensive,TED 460 - INTEGRATIVE STEM FOR YOUNG LEARNERS,"This course is an introduction to research and contemporary issues concerning the national focus on STEM literacy. The course will deal with concepts of design-based inquiry, history, principles and processes of technology / engineering and the impact of STEM activity on the individual, society and the environment. The setting for the study of  STEM literacy and design-based inquiry will focus on the elementary school level but will include secondary experiences when necessary.",1,ETE 271 is a prerequisite and Junior standing or higher is required. (RQ#5784),Spring
TST,Spring 2022,161,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,TST 161 - CREATIVE DESIGN,"This is a foundational course that looks at the elements and principles of design as related to practical products, systems, and environments.  It introduces students to the creative process practiced by artists, designers, and engineers, valuable to them as both future producers and consumers. Content includes thinking, drawing, and modeling skills commonly used by designers; development of a design vocabulary; the nature and evolution of technological design; the impacts of design on the individual, society, and the environment; patents and intellectual property; human factors; team design; and appropriate technology, risk analysis, and futuring techniques. Design problems are presented within real-world contexts, using field trips and outside speakers.  Students complete a major design project, document their work through a design portfolio, and present their solutions before the class. Weekly critiques of class projects build fluency, confidence, and creativity.",1,,Fall and Spring
VPA,Spring 2022,101,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,VPA 101 - INTEGRATED VISUAL & PERFORM ARTS,"Arts, Creative Movement/Dance, Music, and Drama. Each three-week module will interpret the same literary work (e.g., a folk tale, an evocative piece of poetry, an imaginative short story, a humorous children's book) through a specific art form.  The first week of the course will be a common experience for each of the four sections, during which time students will analyze the chosen work of literature as a subject for a performance piece incorporating drama, dance, visual arts and music.  Students will develop a common vocabulary, an understanding of the historical and cultural contexts that influence the arts, and an appreciation for the creative process.  During the last week students will create a culminating performance to be presented to all 4 sections.  Students will be required to meet during their 4th hour each week to develop their culminating performance. Each module will be taught by a practicing artist and the four modules  offered each semester will be guided by an artistic director who will be one of the four instructors.",1,,Fall and Spring
VPA,Spring 2022,201,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,VPA 201 - DANCE AND MOVEMENT FUNDAMENTALS,"In this course, students experience dance as cultural, spiritual and aesthetic expression, and develop a sense of body awareness and alignment. Through active participation students explore fundamental movement principles of ballet, modern, and world dance techniques.  Participation in dance experiences during class time will develop the student¿s responsiveness to dance. No previous dance experience is required. Students are encouraged to wear comfortable athletic or dance attire to class.  As a two-credit course featuring new repertoire every semester, students may repeat this course once for credit for a total of four credits (one course unit). Taking the course twice is equivalent to one course unit in Literary, Visual and Performing Arts.",0.5,,Fall and Spring
WGS,Spring 2022,170,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender|Race & Ethnicity,"Behavioral, Social or Cultural Perspectives",,WGS 170 - TOPICS IN WOMEN'S & GENDER STUDIES,Current or specialized topics proposed by faculty or students and approved by the department.  Appropriate for freshmen.,1,,Occasionally
WGS,Spring 2022,220,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender,"Literary, Visual & Performing Arts",,WGS 220 - GENDER AND POPULAR CULTURE,"A critical examination of the messages and ""knowledge"" that popular culture employs, disseminates and constructs about men and women, masculinity and femininity.  Takes its objects of study from a wide range of sources including advertisements, magazines, television, film, cyberspace, hip hop, and sports. Be ready to watch TV, go to the movies, and listen to music as a scholar of gender.",1,,Fall and Spring
WGS,Spring 2022,222,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender|Global,"Behavioral, Social or Cultural Perspectives",,WGS 222 - NON-VIOLENCE AND PEACE ACTION,"WGS 222 offers an overview of key areas of theory and practice in Peace and Justice Studies, a growing interdisciplinary field with applications from the local community to international relations. Aimed at achieving social transformation through active nonviolence, peace studies promotes in-depth understanding of structures that promote and perpetuate violence and offers methods for transforming the terms of conflict.",1,,Fall and Spring
WGS,Spring 2022,225,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender,"Literary, Visual & Performing Arts",,WGS 225 - GENDER IN CHILDREN'S LITERATURE,"In this course, students will develop a critical appreciation of the roles of children's literature in the social construction of gender--not only how it prescribes or resists normative gender roles, but how it represents the subjective experience of growing up gendered.  With a grounding in gender theory and critical texts, students will explore the early beginnings of children's literature in collections of folklore and fairy tales, then move on to modern classics and contemporary favorites, limiting our scope to works for young children and pre-teens.",1,,Fall and Spring
WGS,Spring 2022,235,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender,"Behavioral, Social or Cultural Perspectives",,WGS 235 - GENDER AND VIOLENCE,"An exploration of the relationship between gender and violence.  The course is comprised of theoretical perspectives as well as the study of specific forms of violence.  Topics include:  domestic and intimate partner violence; sexual violence; child abuse; socially institutionalized forms of violence against women; attitudes and reactions to violence; national and global contexts of violence, and men and violence.",1,,Occasionally
WGS,Spring 2022,240,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender,"Behavioral, Social or Cultural Perspectives",,WGS 240 - INTRO TO GAY AND LESBIAN STUDIES,"Providing an introduction to a quickly evolving field of study, this course explores gay and lesbian identity, culture, and politics from many disciplinary points of view.  A single course might explore a wide range of subjects, such as Walt Whitman's poetry, the history of lesbian bar culture, the politics of gay marriage, visibility on TV, and Heather Has Two Mommies.",1,,Fall
WGS,Spring 2022,255,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender,"Literary, Visual & Performing Arts",,WGS 255 - SHAKESPEARE & GENDER,"In this class, students explore the cultural ¿work¿ performed in the areas of gender and sexuality, as well as developing an ability to read early modern English and learning the conventions of each subgenre of Shakespeare play: comedy, tragedy, history, and romance. Class readings will include excerpts from early modern documents that provide a context for the plays.",1,,Occasionally
WGS,Spring 2022,260,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender|Race & Ethnicity,"Behavioral, Social or Cultural Perspectives",,WGS 260 - WOMEN OF AFRICAN DESCENT IN GLOBAL PERSPECTIVE,"A global, cross-cultural survey of the lives and contributions of women of African ancestry.  Emphasis will be placed upon shared elements of African culture that, when impacted by colonialism and/or the Atlantic slave trade, resulted in similar types of resistance to oppression, and analogous cultural expression among the women of four locales-Africa, South America and The Caribbean, North America and Europe.  Theoretical methodologies, historical narrative, literature, demographic data, material culture, representations of self, and representations by others will be explored to illuminate/explain the: history, cultural artifacts, cultural retentions, and self-concept.",1,,Fall and Spring
WGS,Spring 2022,271,UGRD,Liberal Learning Civic Resp.,Gender|Global,,,WGS 271 - GENDER AND LANGUAGE,"Since its inception in the 1970's, the field of gender and language has grown to encompass a broad range of disciplines (sociolinguistics, anthropology, psychology, communication studies, literature, women's studies, etc.) and theoretical interests. This course will provide an overview of key themes in gender and language research. From this overview we will see that there is ongoing discussion about both the most effective approach to the study of gender and language, and about the theoretical underpinnings which are evoked by, for example, various definitions of key concepts such as ""gender."" Particular attention will be given in the course to approaches to language and gender that have developed within sociolinguistics and linguistic anthropology and which focus on the way in which both language and gender are embedded in structures of power, authority, and social inequality, and with conflicts over these social structures.",1,,Occasionally
WGS,Spring 2022,320,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains|Writing Intensive,Gender,"Literary, Visual & Performing Arts",Writing Intensive,WGS 320 - MEN & MASCULINITIES:LITERARY PER,"Focuses on representations of men and masculinity in literary texts, although we may also look at film, video, television, advertising, and music.  Some of the issues we will be thinking about include: the construction of modern male identities, the diversity of men's lives, the complex dynamics of men's relationships, and questions of power and social justice within the contemporary gender order.",1,,Fall and Spring
WGS,Spring 2022,325,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains|Writing Intensive,Gender,World Views & Ways of Knowing,Writing Intensive,WGS 325 - FEMINIST THEORIES,"Explores the diverse ways in which feminist theorists conceptualize women's status in society, systems of inequality and the category of ""woman"" itself. Students will gain an understanding of evolving ideas and debates in feminist theory, relate those to feminist practices, and develop their own theoretical abilities.  The course will address the social construction of gender, the relation between feminist theory and activism, and how feminists have responded to issues of race, class, gender, and sexuality in current feminist thinking, as well as the classic feminist texts.",1,PRE One WGS course [RQ5007],Fall and Spring
WGS,Spring 2022,330,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains|Writing Intensive,Gender,"Behavioral, Social or Cultural Perspectives",Writing Intensive,WGS 330 - GENDER AND PUBLIC POLICY,"This course seeks to clarify the relationship between state power and gender relations through an examination of major policy issues related to gender inequality, including: welfare policy, labor politics, reproductive rights, sexual violence, and domestic violence.",1,,Fall
WGS,Spring 2022,343,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains|Writing Intensive,Gender,"Behavioral, Social or Cultural Perspectives",Writing Intensive,WGS 343 - QUEER STUDIES,"This course serves as an introduction to the interdisciplinary field of queer studies, a critical approach to thinking about sexuality that emerged in academic and activist contexts in the early 1990's as a critique of normative models of sex, gender, and sexuality. This course will survey a cross section of queer thought, ranging from some of its earliest expressions by writers such as Foucault, Sedgwick and Butler to some of its contemporary manifestations and innovations (e.g., J.Jack Halberstam's Gaga Feminism: Sex, Gender, and the End of Normal). Note: While this course has no prerequisites, it is highly suggested that students have advanced writing and analytical abilities and a foundational WGS course.",1,,Occasionally
WGS,Spring 2022,350,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender,"Behavioral, Social or Cultural Perspectives",,WGS 350 - GENDER EQUITY IN THE CLASSROOM,This course examines theoretical writings on feminist pedagogy and also addresses practical issues related to teaching Women's and Gender Studies.  Participants will develop familiarity with  feminist pedagogies and their significance for the field of Women's and Gender Studies; interpret their own educational experiences within the context of feminist reflections on education; formulate their own philosophies of education; and develop and test pedagogical strategies for developing critical consciousness about social inequalities.,1,,Course is offered once a year.
WGS,Spring 2022,363,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender|Race & Ethnicity,Social Change in Historical Perspectives,,WGS 363 - SLAVERY & BLACK WOMANHOOD,"Harriet Jacobs laments in her 1861 slave narrative Incidents in the Life of a Slave Girl that ¿Slavery is terrible for men; but it is far more terrible for women.¿  Enslaved women in early and antebellum America not only endured the legal classification of being chattel property, but also the legal vulnerability of being sexual objects. The everyday sexual violation of black women by slaveholders, overseers, and others, not only tested legal definitions of sexual assault and rape, but also shaped the lives of enslaved women. Using primary source materials, biographies, monographs, and small group discussion, students will examine the challenges that enslaved black women faced in the late eighteenth century and the nineteenth century. Specifically, this course will focus on unpaid labor, rape, exclusion from first-wave feminism, resistance, incarceration, and reproduction as core experiences of black girlhood and womanhood.",1,,Spring
WGS,Spring 2022,366,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender,"Behavioral, Social or Cultural Perspectives",,WGS 366 - SEXUAL & GENDER MINORITY MENTAL HEALTH,"This seminar will provide students with the opportunity for in-depth study of a specific topic within counseling and clinical psychology.  Specifically: This course will cover current issues in LGBTQI mental health, including theories of sexual and gender minority stress and identity development, research on mental and physical health in this population, coping and protective factors, and treatments",1,PSY 121 and either PSY216 or PSY 217 are prerequisites.  [RQ#6288],Occasionally
WGS,Spring 2022,370,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender|Race & Ethnicity,"Behavioral, Social or Cultural Perspectives",,WGS 370 - TOPICS IN WOMEN'S & GENDER STUDIES III,"Current of specialized topics proposed by faculty of students and approved by the department.  Appropriate for students who have taken at least one lower level course in WGS, may have prerequisites.",1,,Occasionally
WGS,Spring 2022,373,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains|Writing Intensive,Gender,World Views & Ways of Knowing,Writing Intensive,WGS 373 - WOMEN & SPIRITUALITY,"This course focuses on the intersections of feminism and spirituality, examines the experiences of women in a variety of spiritual traditions, and examines how worldview is shaped by historical context. The question of how feminists connect to, critique, transform, and remember spiritual experiences will be considered. The course explores several aspects of spirituality including language, ritual, and creativity; it also considers what happens when feminists alter, shape, retell and interpret rituals and traditions.",1,,Occasionally
WGS,Spring 2022,376,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains|Writing Intensive,Gender|Global,"Literary, Visual & Performing Arts",Writing Intensive,WGS 376 - GLOBAL WOMEN WRITERS,"Explores various literatures from around the world, encouraging students to examine the politics of gender, culture, and nation as well as the intersections of those systems of power.  The explorations will cover a large range of topics, from arranged marriages to women in war in a variety of geographical areas around the world, particularly focusing on non-Western literatures.  Common themes include feminist politics, post and neo/colonialisms, reproductive rights, translation, globalization, and activism.",1,,Fall and Spring
WGS,Spring 2022,470,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender|Global,"Literary, Visual & Performing Arts",,WGS 470 - TPCS IN WOM'S & GENDER STUDIES,"Focuses on a special topic in Women's and Gender Studies.  This course may be repeated for credit, as topic changes.",1,,Fall and Spring
WGS,Spring 2022,498,UGRD,Writing Intensive,,,Writing Intensive,WGS 498 - SENIOR SEMINAR: METHODS & THEORY,"This course is the capstone course for the Women's and Gender Studies major. Students are expected to use the expertise gained from their previous WGS courses to research and write their senior theses. Drawing on the methodologies and theories learned in previously taken courses, students work in a small focused seminar that not only emphasizes their own work but also constructively critiques the work of their peers. Students will produce a research paper (25+ pages) applying feminist theories and methodologies. In addition, they will share their work with other students, providing analysis and critiques of one another¿s papers in progress.",1,WGS 325 is a prerequisite [RQ127],Fall and Spring
WGS,Spring 2022,499,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains|Writing Intensive,Community Based Learning|Gender,"Behavioral, Social or Cultural Perspectives",Writing Intensive,WGS 499 - WOMEN'S LEADERSHIP & SOC CHANGE,"In this W.I.L.L. capstone seminar course, students will experience the interfaces between empirical knowledge and social policies through selecting, organizing, and implementing a class activism project.  This course is the culmination of the W.I.L.L.  Program in which students will expand and enhance their leadership skills using acquired strategies and tactics to influence social, political, or economic change.",1,WGS 200 and WGS 325 is a prerequisite [RQ131],Spring
WLC,Spring 2022,171,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,"Literary, Visual & Performing Arts",,WLC 171 - INTRODUCTION TO THE LANGUAGES OF THE WORLD,"This course will survey the major language families of the world and examine the relationships among them. We will study their geographic location past and present, migration patterns of their speakers, typological differences among languages, the relationship between language and culture, and the origins of the world¿s written scripts. The course will examine the relationship between language and dialect, the reasons why languages change, how languages influence each other, how new languages are formed, and how languages decline and die. We will look at the components of language such as the sound system, the grammatical apparatus, vocabulary and examine how these components can change over time.",1,,Occasionally
WLC,Spring 2022,215,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,World Views & Ways of Knowing,,WLC 215 - INTRODUCTION TO LINGUISTICS,"This course will introduce basic concepts of descriptive linguistics with emphasis on the analysis of problems drawn from the languages of the world.  Students will learn how to analyze the languages in terms of phonetics and phonology, morphology, syntax, and semantics.  Students will become familiar with the major language families of the world as they work on problems in language description in the various areas of linguistics covered in the course.  WLC 215 will also include readings on the relationship of language and dialect, spoken and written language, language and society, language universals and language variation.  This course is taught in English.",1,Anti-requisite LNG201,Occasionally
WLC,Spring 2022,271,UGRD,Liberal Learning Civic Resp.,Gender|Global,,,WLC 271 - GENDER AND LANGUAGE,"Since its inception in the 1970's, the field of gender and language has grown to encompass a broad range of disciplines (sociolinguistics, anthropology, psychology, communication studies, literature, women's studies, etc.) and theoretical interests. This course will provide an overview of key themes in gender and language research. From this overview we will see that there is ongoing discussion about both the most effective approach to the study of gender and language, and about the theoretical underpinnings which are evoked by, for example, various definitions of key concepts such as ""gender."" Particular attention will be given in the course to approaches to language and gender that have developed within sociolinguistics and linguistic anthropology and which focus on the way in which both language and gender are embedded in structures of power, authority, and social inequality, and with conflicts over these social structures.",1,,Occasionally
WLC,Spring 2022,321,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,Social Change in Historical Perspectives,,WLC 321 - INTRO HISTORICAL LINGUISTICS,"This course will introduce basic concepts of historical linguistics with a focus on the development of the Indo-European language family. Students will study examples of phonetic and phonological change, morphological change, syntactical change, lexical development, and the competition of centrifugal and centripetal forces in language communities. Students will study linguistic geography, the relationship of language and culture, the role of dialects, and linguistic register as factors in language change. Students will become familiar with the major language families of the world as they work on problems in historical linguistics and see the role of archaeology and history in historical linguistics. This course will contain a Languages across the Curriculum (LAC) component.",1,SPA 350 or SPA 372 or WLC 215 or LNG 202 is a prerequisite; or by permission of instructor. [RQ5204],Occasionally
WLC,Spring 2022,371,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global|Race & Ethnicity,"Literary, Visual & Performing Arts",,WLC 371 - TOPICS IN FOREIGN LIT IN ENGLISH,Focuses on a different topic each semester.,1,,Occasionally
AAH,Summer 2022,354,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender,"Literary, Visual & Performing Arts|VPA for School of Education",,"AAH 354 - LOOKING AT WOMEN:REP, FEM & FILM","This course is an exploration of the impact of feminism on film theory, criticism, and production.  Emphasis is placed on issues of representation, spectatorship, questions of ethnicity, and hybrid sexualities.  Hollywood, independent films, and new media forms will be investigated through screenings and readings.",1,,Spring
COM,Summer 2022,343,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender,"Literary, Visual & Performing Arts",,"COM 343 - LOOKING AT WOMEN:REP, FEM & FILM","Explores the impact feminism has had on film theory, criticism, and production.  Various approaches to the study and production of the cinematic apparatus will be explored including psychoanalysis, issues of representation, spectatorship, ethnicity, and hybrid sexualities.",1,,Spring
